Rank,Rating,Name,Career Best Womens T20 Rating,Career Best Womens T20 Ranking
1,524,Hayley Matthews,,"527 v Pakistan, 30/04/2024"
2,401,Ashleigh Gardner,,"458 v South Africa, 26/02/2023"
3,396,Deepti Sharma,,"410 v West Indies, 15/02/2023"
4,379,Amelia Kerr,,"421 v England, 24/03/2024"
5,330,Chamari Athapaththu,,"344 v India, 28/07/2024"
