Rank,Rating,Name,Career Best Womens T20 Rating,Career Best Womens T20 Ranking
1,404,Marizanne Kapp,,"455 v Australia, 07/02/2024"
2,396,Natalie Sciver,,"421 v Australia, 18/07/2023"
3,394,Hayley Matthews,,"427 v Pakistan, 23/04/2024"
4,364,Ashleigh Gardner,,"391 v West Indies, 08/10/2023"
5,360,Deepti Sharma,,"397 v England, 22/02/2019"
