Player Name,Age
Sahan Arachchige,28
Charith Asalanka,27
Chamari Athapaththu,34
Ashen Bandara,25
Dushmantha Chameera,32
Dinesh Chandimal,34
Lasith Croospulle,25
Akila Dananjaya,30
Shevon Daniel,20
Dhananjaya de Silva,33
